x_i,"w_i,20","u(x_i,1)","|u(x_i,1)-w_i,20|"
0.0,0.0,0.0,0.0
0.1,0.30901699437494745,0.3090169943749474,5.551115123125783e-17
0.2,0.5877852522924734,0.5877852522924731,2.220446049250313e-16
0.30000000000000004,0.8090169943749475,0.8090169943749475,0.0
0.4,0.9510565162951539,0.9510565162951535,3.3306690738754696e-16
0.5,1.0,1.0,0.0
0.6000000000000001,0.9510565162951538,0.9510565162951535,2.220446049250313e-16
0.7000000000000001,0.8090169943749475,0.8090169943749475,0.0
0.8,0.5877852522924732,0.5877852522924732,0.0
0.9,0.30901699437494745,0.3090169943749475,5.551115123125783e-17
1.0,0.0,1.2246467991473532e-16,1.2246467991473532e-16
